formula,space_group,structure,id,formation_energy
K2PPt2,Immm,"[{'data': {'a': [-1.93871053e-10, 2.75698631e-10, 5.53006787e-10], 'b': [1.93871053e-10, -2.75698631e-10, 5.53006787e-10], 'c': [1.93871053e-10, 2.75698631e-10, -5.53006787e-10], 'atoms': [{'x': 1.93871053e-10, 'y': 0, 'z': 3.243417764959505e-10, 'element': 'K'}, {'x': 1.2924697071141057e-26, 'y': 2.75698631e-10, 'z': 2.2866501050404948e-10, 'element': 'K'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'P'}, {'x': -5.660106692154859e-28, 'y': 1.3798184934589434e-10, 'z': 5.53006787e-10, 'element': 'Pt'}, {'x': 1.93871053e-10, 'y': 1.3771678165410565e-10, 'z': -4.8161411606830096e-27, 'element': 'Pt'}]}, 'natoms': 5, 'element': {'P': 1, 'Pt': 2, 'K': 2}}]",PN_7HMU5DTVN55XWM2RMO2NKGP7ZU2LTBCS,"{'reference': {'P': 'https://nomad-lab.eu/prod/rae/gui/entry/id/SwEGZUqCTPyNJvGH3CWDPQ/VliAGY_Z2yfFnSNW4d80E-Y7rLrP', 'Pt': 'https://nomad-lab.eu/prod/rae/gui/entry/id/68wFX7Q8S5SrqzKuJtOXRg/hfTXu5BPKf83TlYNvYL_xjc7wecf', 'K': 'https://nomad-lab.eu/prod/rae/gui/entry/id/LNJYtPiDTJ2RgcndgMzMEQ/-0vh5pzaGjLtxl6QcMcZHMEL5lI1'}, 'value_per_atom': -0.3996129215594365, 'value': -1.9980646077971826}"
MnPtSn2,P4/mmm,"[{'data': {'a': [3.31910271e-10, 0, 0], 'b': [0, 3.3118900500000004e-10, 0], 'c': [0, 0, 6.31755478e-10], 'atoms': [{'x': 1.659551355e-10, 'y': 1.6559450250000002e-10, 'z': 1.579388695e-10, 'element': 'Mn'}, {'x': 1.659551355e-10, 'y': 1.6559450250000002e-10, 'z': 4.738166085e-10, 'element': 'Pt'}, {'x': 0, 'y': 0, 'z': 9.198157597927041e-12, 'element': 'Sn'}, {'x': 0, 'y': 0, 'z': 3.0667958140207296e-10, 'element': 'Sn'}]}, 'natoms': 4, 'element': {'Mn': 1, 'Pt': 1, 'Sn': 2}}]",PN_6KHCH3TMDQVUPIW6IMBBPOM7CO437TE5,"{'reference': {'Mn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/8IffBWYWeF2VvGN-TtippJCbAlST', 'Pt': 'https://nomad-lab.eu/prod/rae/gui/entry/id/68wFX7Q8S5SrqzKuJtOXRg/hfTXu5BPKf83TlYNvYL_xjc7wecf', 'Sn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7v_xfwA8SXar--QHXNyP3w/OAw0poj5HN3ZrB-djDMlDbA7-aNL'}, 'value_per_atom': 0.07152041568142664, 'value': 0.28608166272570656}"
BrCrP2,P4mm,"[{'data': {'a': [3.0868215000000003e-10, 0, 0], 'b': [0, 3.11443565e-10, 0], 'c': [0, 0, 7.17545892e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 4.057226697330752e-10, 'element': 'Br'}, {'x': 1.5434107500000001e-10, 'y': 1.557217825e-10, 'z': 5.822437882489284e-10, 'element': 'Cr'}, {'x': 0, 'y': 0, 'z': -1.2416399764250159e-11, 'element': 'P'}, {'x': 1.5434107500000001e-10, 'y': 1.557217825e-10, 'z': 1.0076878695770544e-10, 'element': 'P'}]}, 'natoms': 4, 'element': {'P': 2, 'Br': 1, 'Cr': 1}}]",PN_EPVCMFVB46C7ZXBIEUHUEUYN4XPZS677,"{'reference': {'P': 'https://nomad-lab.eu/prod/rae/gui/entry/id/SwEGZUqCTPyNJvGH3CWDPQ/VliAGY_Z2yfFnSNW4d80E-Y7rLrP', 'Br': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HQMYKHP6Soitf8Zcgmf6SQ/7DmDJRePJNTiaaJiAv-YuiT0_OyO', 'Cr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/xBLwjr97RnCpmg2IhvOQJw/ZTsvXtun3mZO6UT4PDELSgcNICTJ'}, 'value_per_atom': 0.06337115281237793, 'value': 0.2534846112495117}"
Fe2PdV,P4mm,"[{'data': {'a': [2.5906174000000003e-10, 0, 0], 'b': [0, 2.5906174000000003e-10, 0], 'c': [0, 0, 7.33853753e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 1.3563026354645758e-11, 'element': 'Fe'}, {'x': 1.2953087000000002e-10, 'y': 1.2953087000000002e-10, 'z': 1.6259671040300915e-10, 'element': 'Fe'}, {'x': 0, 'y': 0, 'z': 3.619871087480437e-10, 'element': 'Pd'}, {'x': 1.2953087000000002e-10, 'y': 1.2953087000000002e-10, 'z': 5.626337839943015e-10, 'element': 'V'}]}, 'natoms': 4, 'element': {'Pd': 1, 'V': 1, 'Fe': 2}}]",PN_H7MUEGJ2CJM6JVKFY3ICRGRLOEEX5N7O,"{'reference': {'Pd': 'https://nomad-lab.eu/prod/rae/gui/entry/id/eWp7nSoCThCvuNshTV7OvQ/B_YsxQ9yjPSLQPBbgi6ptP2Q1A64', 'V': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/6a_z-sYaeMtEBgvOYDzXel9FP5XK', 'Fe': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/uv45-FAwcp05wlvr2QydJ3AkRZeu'}, 'value_per_atom': 0.05006207732013923, 'value': 0.20024830928055692}"
CuFeNa2,P4mm,"[{'data': {'a': [2.92654406e-10, 0, 0], 'b': [0, 2.92654406e-10, 0], 'c': [0, 0, 8.95067544e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 4.971312995015052e-10, 'element': 'Cu'}, {'x': 1.46327203e-10, 'y': 1.46327203e-10, 'z': 6.205467569356994e-10, 'element': 'Fe'}, {'x': 0, 'y': 0, 'z': -5.1637851869404075e-11, 'element': 'Na'}, {'x': 1.46327203e-10, 'y': 1.46327203e-10, 'z': 2.7656111143219944e-10, 'element': 'Na'}]}, 'natoms': 4, 'element': {'Cu': 1, 'Na': 2, 'Fe': 1}}]",PN_LT7KLE7CTCHB4ATYLW6XEFHVEYOSX4IN,"{'reference': {'Cu': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/uVTSZjDVQgSURDhx2j8aTT9Zvd6S', 'Na': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/fZBjCAvL-C0KpykVeDkglk4DiMJE', 'Fe': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/uv45-FAwcp05wlvr2QydJ3AkRZeu'}, 'value_per_atom': 0.627805161095361, 'value': 2.511220644381444}"
GePV,I4mm,"[{'data': {'a': [-1.3074973000000003e-10, 1.3074973000000003e-10, 7.286317640000001e-10], 'b': [1.3074973000000003e-10, -1.3074973000000003e-10, 7.286317640000001e-10], 'c': [1.3074973000000003e-10, 1.3074973000000003e-10, -7.286317640000001e-10], 'atoms': [{'x': 2.710475971457714e-28, 'y': -2.710475971457714e-28, 'z': 4.269372645988632e-11, 'element': 'Ge'}, {'x': -3.0285420586942577e-27, 'y': 3.0285420586942577e-27, 'z': 4.3214268278405566e-10, 'element': 'P'}, {'x': 6.33755946911582e-27, 'y': -6.33755946911582e-27, 'z': 9.82427104183423e-10, 'element': 'V'}]}, 'natoms': 3, 'element': {'P': 1, 'V': 1, 'Ge': 1}}]",PN_ALQAWPQZFKQJDIRAOV24HCRSN7BRRBZQ,"{'reference': {'P': 'https://nomad-lab.eu/prod/rae/gui/entry/id/SwEGZUqCTPyNJvGH3CWDPQ/VliAGY_Z2yfFnSNW4d80E-Y7rLrP', 'V': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/6a_z-sYaeMtEBgvOYDzXel9FP5XK', 'Ge': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/2eVSxv5n6du3VVsS6uZHLFviKxDn'}, 'value_per_atom': -0.03930104181140829, 'value': -0.11790312543422488}"
Eu2In2Ni10,R-3m,"[{'data': {'a': [-4.87041944e-10, 0, 0], 'b': [2.43520972e-10, -4.2179070000000007e-10, 0], 'c': [-2.43520972e-10, 1.405969e-10, 9.89036126e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Eu'}, {'x': -2.43520972e-10, 'y': -1.4059690000000003e-10, 'z': 4.94518063e-10, 'element': 'Eu'}, {'x': -4.87041944e-10, 'y': -2.5177891918876783e-27, 'z': 3.284386320943783e-10, 'element': 'In'}, {'x': 4.6172654449143035e-27, 'y': -2.8119380000000006e-10, 'z': 6.605974939056217e-10, 'element': 'In'}, {'x': -2.4352096956479033e-10, 'y': -1.4059690140596902e-10, 'z': 1.6987981211013802e-12, 'element': 'Ni'}, {'x': -2.435209695647903e-10, 'y': -6.972579882630052e-13, 'z': 2.0083991656351506e-10, 'element': 'Ni'}, {'x': -1.2236432547259063e-10, 'y': -2.1054672311482204e-10, 'z': 2.0083991656351506e-10, 'element': 'Ni'}, {'x': -3.6467761365698997e-10, 'y': -2.1054672311482204e-10, 'z': 2.0083991656351506e-10, 'element': 'Ni'}, {'x': -2.435209699442571e-18, 'y': -2.811937985940311e-10, 'z': 3.9886228679200387e-10, 'element': 'Ni'}, {'x': -4.870419415647903e-10, 'y': -1.4059690001261627e-18, 'z': 5.901738392079963e-10, 'element': 'Ni'}, {'x': -1.223643303430101e-10, 'y': -7.0647076885178e-11, 'z': 7.881962094364851e-10, 'element': 'Ni'}, {'x': -3.646776185274094e-10, 'y': -7.0647076885178e-11, 'z': 7.881962094364851e-10, 'element': 'Ni'}, {'x': -2.4352097443520977e-10, 'y': -2.8049654201173707e-10, 'z': 7.881962094364851e-10, 'element': 'Ni'}, {'x': -2.435209744352097e-10, 'y': -1.4059689859403106e-10, 'z': 9.873373278788987e-10, 'element': 'Ni'}]}, 'natoms': 14, 'element': {'Eu': 2, 'In': 2, 'Ni': 10}}]",PN_JJHXDBES4SYJA2T436FNXIZ4WIDNYXBA,"{'reference': {'Eu': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/xnzHUScqwfp6EIa2HqvVVs-k4kJM', 'In': 'https://nomad-lab.eu/prod/rae/gui/entry/id/mAAfBZKmTQWDVL1ZPRsrVQ/Cp89DTwUVV5fQkGXp5zlmKrPDgBe', 'Ni': 'https://nomad-lab.eu/prod/rae/gui/entry/id/6ITh58J5QcGWUDsmpR9t2A/DW3mGBiIv6M10SVC39rmNQ3rZWvj'}, 'value_per_atom': -0.30059467496888054, 'value': -4.208325449564327}"
CuFeNa2,P4/mmm,"[{'data': {'a': [2.6867644300000004e-10, 0, 0], 'b': [0, 2.6867644300000004e-10, 0], 'c': [0, 0, 9.69419244e-10], 'atoms': [{'x': 1.3433822150000002e-10, 'y': 1.3433822150000002e-10, 'z': 2.42354811e-10, 'element': 'Cu'}, {'x': 1.3433822150000002e-10, 'y': 1.3433822150000002e-10, 'z': 7.270644330000001e-10, 'element': 'Fe'}, {'x': 0, 'y': 0, 'z': 6.32674989469452e-12, 'element': 'Na'}, {'x': 0, 'y': 0, 'z': 4.783828721053055e-10, 'element': 'Na'}]}, 'natoms': 4, 'element': {'Cu': 1, 'Na': 2, 'Fe': 1}}]",PN_BJEKH5656HTHO7BJOWXAZSY5LUSHGOKO,"{'reference': {'Cu': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/uVTSZjDVQgSURDhx2j8aTT9Zvd6S', 'Na': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/fZBjCAvL-C0KpykVeDkglk4DiMJE', 'Fe': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/uv45-FAwcp05wlvr2QydJ3AkRZeu'}, 'value_per_atom': 0.5958889009211803, 'value': 2.383555603684721}"
As2BaFe2,I4/mmm,"[{'data': {'a': [-2.8140170000000006e-10, 2.813958e-10, 0], 'b': [-2.8140170000000006e-10, -2.813958e-10, 0], 'c': [2.8140170000000006e-10, 0, 6.185149e-10], 'atoms': [{'x': -2.8140201516990405e-10, 'y': -8.538201887707261e-27, 'z': 1.9057901290104402e-10, 'element': 'As'}, {'x': 2.814016971127581e-18, 'y': 4.7482446461815965e-27, 'z': 4.2793602935738294e-10, 'element': 'As'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'Ba'}, {'x': -1.4070000579490006e-10, 'y': 1.40698015372278e-10, 'z': 3.09257023224719e-10, 'element': 'Fe'}, {'x': -1.4070000579490006e-10, 'y': -1.40698015372278e-10, 'z': 3.09257023224719e-10, 'element': 'Fe'}]}, 'natoms': 5, 'element': {'As': 2, 'Ba': 1, 'Fe': 2}}]",PN_5K5POYMQT7XXHWRCFQX7CBMARIBERGP5,"{'reference': {'As': 'https://nomad-lab.eu/prod/rae/gui/entry/id/F6FpfGPiRSaYxoQqgfNL3A/sU0zbzue1VlDUG3JXCL3iB2rgLA5', 'Ba': 'https://nomad-lab.eu/prod/rae/gui/entry/id/QX3_VJ6GQxeXsViuxMFMmA/ZEa7Cb-Ix_YgZjs2fYpTwwHk-qXZ', 'Fe': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/s_woDjkWMozMyIoPlFslLFZo09pK'}, 'value_per_atom': -0.7678577570579044, 'value': -3.839288785289522}"
BrMn2Ni,P4/mmm,"[{'data': {'a': [3.02601449e-10, 0, 0], 'b': [0, 3.02601449e-10, 0], 'c': [0, 0, 5.93519757e-10], 'atoms': [{'x': 1.513007245e-10, 'y': 1.513007245e-10, 'z': 4.4513981775e-10, 'element': 'Br'}, {'x': 0, 'y': 0, 'z': 3.4092267463478304e-11, 'element': 'Mn'}, {'x': 0, 'y': 0, 'z': 2.6266761103652166e-10, 'element': 'Mn'}, {'x': 1.513007245e-10, 'y': 1.513007245e-10, 'z': 1.4837993925e-10, 'element': 'Ni'}]}, 'natoms': 4, 'element': {'Br': 1, 'Mn': 2, 'Ni': 1}}]",PN_FBGOO2ZCTLJQLEV27TJZIOAYOQUTNEJQ,"{'reference': {'Br': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HQMYKHP6Soitf8Zcgmf6SQ/7DmDJRePJNTiaaJiAv-YuiT0_OyO', 'Mn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/8IffBWYWeF2VvGN-TtippJCbAlST', 'Ni': 'https://nomad-lab.eu/prod/rae/gui/entry/id/q7lAKuoOTPWL1mJ5gkMDhg/2z6qKgNMlPjxK4R1fKqhhgll26lp'}, 'value_per_atom': 0.7008211325900495, 'value': 2.803284530360198}"
BrKP2,Cm,"[{'data': {'a': [1.6505293400000001e-10, 4.88410921e-10, 6.6703421e-11], 'b': [-1.6505293400000001e-10, 4.88410921e-10, 6.6703421e-11], 'c': [0, 1.7685158400000002e-10, 8.29468196e-10], 'atoms': [{'x': 3.902165459751915e-27, 'y': 5.629676103778646e-10, 'z': 4.3385202362728367e-10, 'element': 'Br'}, {'x': 2.6445539279953227e-27, 'y': 3.1477485058854886e-10, 'z': 2.446425232230417e-10, 'element': 'K'}, {'x': -8.044628938252619e-29, 'y': 2.180164201660754e-10, 'z': 7.19546888470939e-10, 'element': 'P'}, {'x': 2.126806670099758e-28, 'y': 8.116028320992926e-10, 'z': 8.757393163446671e-10, 'element': 'P'}]}, 'natoms': 4, 'element': {'Br': 1, 'P': 2, 'K': 1}}]",PN_GNZY74LDJJOFU3ZBUF4M6KVRR47OAQZ6,"{'reference': {'Br': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HQMYKHP6Soitf8Zcgmf6SQ/7DmDJRePJNTiaaJiAv-YuiT0_OyO', 'P': 'https://nomad-lab.eu/prod/rae/gui/entry/id/SwEGZUqCTPyNJvGH3CWDPQ/VliAGY_Z2yfFnSNW4d80E-Y7rLrP', 'K': 'https://nomad-lab.eu/prod/rae/gui/entry/id/LNJYtPiDTJ2RgcndgMzMEQ/-0vh5pzaGjLtxl6QcMcZHMEL5lI1'}, 'value_per_atom': -0.5093582916463464, 'value': -2.0374331665853855}"
In2NbPd,P4mm,"[{'data': {'a': [3.09155248e-10, 0, 0], 'b': [0, 3.09155248e-10, 0], 'c': [0, 0, 8.414876550000001e-10], 'atoms': [{'x': 0, 'y': 0, 'z': -3.0641620118737656e-11, 'element': 'In'}, {'x': 1.54577624e-10, 'y': 1.54577624e-10, 'z': 2.3221805245238116e-10, 'element': 'In'}, {'x': 0, 'y': 0, 'z': 4.436499124674957e-10, 'element': 'Nb'}, {'x': 1.54577624e-10, 'y': 1.54577624e-10, 'z': 6.170051376988609e-10, 'element': 'Pd'}]}, 'natoms': 4, 'element': {'Pd': 1, 'Nb': 1, 'In': 2}}]",PN_7WNYSPHEDA3NEEZ77PCVWOUU7QRGMAO7,"{'reference': {'Pd': 'https://nomad-lab.eu/prod/rae/gui/entry/id/eWp7nSoCThCvuNshTV7OvQ/B_YsxQ9yjPSLQPBbgi6ptP2Q1A64', 'Nb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/FsjvRjUORt2wbpq8ej5bOA/861X4hlRjiSg-bvBzuNmZtnnHOYr', 'In': 'https://nomad-lab.eu/prod/rae/gui/entry/id/Zqtd881RT5CfgKZ3B6_mTg/jidMzp8f26ns8Jif2fj8Gy8eG6id'}, 'value_per_atom': -0.09601449642076787, 'value': -0.3840579856830715}"
Br2CuPb,P4mm,"[{'data': {'a': [3.57673944e-10, 0, 0], 'b': [0, 3.6044241800000004e-10, 0], 'c': [0, 0, 8.086042580000001e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 7.843418527434754e-10, 'element': 'Br'}, {'x': 1.78836972e-10, 'y': 1.8022120900000002e-10, 'z': 2.7470894392992057e-10, 'element': 'Br'}, {'x': 0, 'y': 0, 'z': 3.7496461615064923e-10, 'element': 'Cu'}, {'x': 1.78836972e-10, 'y': 1.8022120900000002e-10, 'z': 5.874952321759553e-10, 'element': 'Pb'}]}, 'natoms': 4, 'element': {'Br': 2, 'Pb': 1, 'Cu': 1}}]",PN_LZ47GCGVWMZHCLR42PN6KHH56QSJAKA6,"{'reference': {'Br': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HQMYKHP6Soitf8Zcgmf6SQ/7DmDJRePJNTiaaJiAv-YuiT0_OyO', 'Pb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/gsAlmK4OTCGsgQBj4SzPwA/aYJtYKNr85nM-0acWcW3IEbYkJ65', 'Cu': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/uVTSZjDVQgSURDhx2j8aTT9Zvd6S'}, 'value_per_atom': -0.20164871692087338, 'value': -0.8065948676834935}"
Al2BaGe2,I4/mmm,"[{'data': {'a': [-4.21951045e-10, 0, 0], 'b': [0, -4.21951045e-10, 0], 'c': [2.1097552300000004e-10, 2.1097552300000004e-10, 6.76560133e-10], 'atoms': [{'x': -2.1097552224999995e-10, 'y': 2.500000243781233e-19, 'z': 3.382800665e-10, 'element': 'Al'}, {'x': 2.500000243781233e-19, 'y': -2.1097552224999995e-10, 'z': 3.382800665e-10, 'element': 'Al'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'Ba'}, {'x': -2.1097552025417376e-10, 'y': -2.1097552025417376e-10, 'z': 1.8412039388687937e-10, 'element': 'Ge'}, {'x': -1.745826148538894e-18, 'y': -1.745826148538894e-18, 'z': 4.924397391131206e-10, 'element': 'Ge'}]}, 'natoms': 5, 'element': {'Al': 2, 'Ge': 2, 'Ba': 1}}]",PN_4DLDEKJ4WTBECVX6Y5GLKGJTJKDZARG2,"{'reference': {'Al': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/NisqkJ42q36mA3MO8aAuVafQgI0l', 'Ge': 'https://nomad-lab.eu/prod/rae/gui/entry/id/A42JdZXMSM6ZvFkyAy3k1g/nH8H7aIXL4SwjYAB7X_4snhAGFE1', 'Ba': 'https://nomad-lab.eu/prod/rae/gui/entry/id/QX3_VJ6GQxeXsViuxMFMmA/ZEa7Cb-Ix_YgZjs2fYpTwwHk-qXZ'}, 'value_per_atom': -0.5269724180784309, 'value': -2.6348620903921542}"
SbSnTa,I4mm,"[{'data': {'a': [-1.52580373e-10, 1.52580373e-10, 8.01870855e-10], 'b': [1.52580373e-10, -1.52580373e-10, 8.01870855e-10], 'c': [1.52580373e-10, 1.52580373e-10, -8.01870855e-10], 'atoms': [{'x': -2.7713878862117232e-28, 'y': 2.7713878862117232e-28, 'z': 4.6693549308499804e-11, 'element': 'Sb'}, {'x': -2.8307216218986363e-27, 'y': 2.8307216218986363e-27, 'z': 4.922573558421984e-10, 'element': 'Sn'}, {'x': 4.641011733029704e-27, 'y': -4.641011733029704e-27, 'z': 1.064790804849302e-09, 'element': 'Ta'}]}, 'natoms': 3, 'element': {'Sn': 1, 'Ta': 1, 'Sb': 1}}]",PN_WSTBQO3S3UNSTDTWNWDFL2PBSFYBIUTX,"{'reference': {'Sn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7v_xfwA8SXar--QHXNyP3w/OAw0poj5HN3ZrB-djDMlDbA7-aNL', 'Ta': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HFcfn7V1T0qqPvWety_q2w/Jno4RsivxTTSMHe4wn8p4qW8Ef6G', 'Sb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/WMu7V8unTIq_ZADrznasag/e0MYdRBQr9wEXHzKsLol9DZ8gMvs'}, 'value_per_atom': 0.16705557537996896, 'value': 0.5011667261399069}"
GaNi2Sb,P4mm,"[{'data': {'a': [3.1854484799999997e-10, 0, 0], 'b': [0, 3.1854484799999997e-10, 0], 'c': [0, 0, 6.5943513e-10], 'atoms': [{'x': 1.5927242399999999e-10, 'y': 1.5927242399999999e-10, 'z': 5.607552392753021e-10, 'element': 'Ga'}, {'x': 0, 'y': 0, 'z': 4.6001205516104996e-12, 'element': 'Ni'}, {'x': 1.5927242399999999e-10, 'y': 1.5927242399999999e-10, 'z': 1.458424472312997e-10, 'element': 'Ni'}, {'x': 0, 'y': 0, 'z': 2.779548813474363e-10, 'element': 'Sb'}]}, 'natoms': 4, 'element': {'Ga': 1, 'Ni': 2, 'Sb': 1}}]",PN_MSWRHTGPZMXBCETNRG7FHONQDTJPAPM2,"{'reference': {'Ga': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7v_xfwA8SXar--QHXNyP3w/vRXRCHTc1BwC0KVL2zTyDtxvDQO7', 'Ni': 'https://nomad-lab.eu/prod/rae/gui/entry/id/q7lAKuoOTPWL1mJ5gkMDhg/2z6qKgNMlPjxK4R1fKqhhgll26lp', 'Sb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/WMu7V8unTIq_ZADrznasag/e0MYdRBQr9wEXHzKsLol9DZ8gMvs'}, 'value_per_atom': -0.05220619532735338, 'value': -0.2088247813094135}"
Br12K4Sn2,P2_1/c,"[{'data': {'a': [1.070341e-09, 0, -1.3165e-12], 'b': [0, 7.75191e-10, 0], 'c': [-3.2812e-12, 0, 7.614361e-10], 'atoms': [{'x': 2.6047800678603997e-10, 'y': 5.757002472959999e-12, 'z': 4.8568009678295e-11, 'element': 'Br'}, {'x': 1.037259021618422e-09, 'y': 2.1789399634557002e-10, 'z': 1.47862035798259e-10, 'element': 'Br'}, {'x': 5.7197000586282e-10, 'y': 2.3490099696558e-10, 'z': 1.6624301814547502e-10, 'element': 'Br'}, {'x': 1.031902025483064e-09, 'y': 6.224959930914301e-10, 'z': 2.1250102666641302e-10, 'element': 'Br'}, {'x': 5.666110081897921e-10, 'y': 6.054889924714199e-10, 'z': 2.30882011475484e-10, 'element': 'Br'}, {'x': 2.73051988658726e-10, 'y': 3.9335199859881e-10, 'z': 3.31491995790967e-10, 'element': 'Br'}, {'x': 7.940080022308059e-10, 'y': 3.8183999364567003e-10, 'z': 4.28628015147557e-10, 'element': 'Br'}, {'x': 5.004479872826101e-10, 'y': 1.6970199977667e-10, 'z': 5.29238000687385e-10, 'element': 'Br'}, {'x': 3.5157976109878e-11, 'y': 1.5269499915665998e-10, 'z': 5.47618984258946e-10, 'element': 'Br'}, {'x': 4.95089985026712e-10, 'y': 5.4028999528251e-10, 'z': 5.93876992793049e-10, 'element': 'Br'}, {'x': 2.980096927111e-11, 'y': 5.5729699590252e-10, 'z': 6.12257975140265e-10, 'element': 'Br'}, {'x': 8.06581984103492e-10, 'y': 7.6943498977152e-10, 'z': 7.11552001260229e-10, 'element': 'Br'}, {'x': 8.00957024558942e-10, 'y': 4.3020199735278e-10, 'z': 7.670028058894e-12, 'element': 'K'}, {'x': 8.02913009580456e-10, 'y': 4.260600123054e-11, 'z': 3.7107301411919697e-10, 'element': 'K'}, {'x': 2.6414699201248596e-10, 'y': 7.3258399102116e-10, 'z': 3.8904699680616197e-10, 'element': 'K'}, {'x': 2.66102970628962e-10, 'y': 3.4498899489531e-10, 'z': 7.52448985398339e-10, 'element': 'K'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'Sn'}, {'x': 5.33529995444766e-10, 'y': 3.8759499612585e-10, 'z': 3.8006000546926204e-10, 'element': 'Sn'}]}, 'natoms': 18, 'element': {'Br': 12, 'K': 4, 'Sn': 2}}]",PN_KW2WHHRXM325AAYFMNGNGOW7M2DHJA2P,"{'reference': {'Br': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/Wx_P4OGpuK3MVetL1U6qELSTUSzI', 'K': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/lUBTJTAefobrOyyxt282jjOrO_f4', 'Sn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/iyc0CzluQ7OHbuYaGb07lw/CTdFa25mltkOGy_VId0FzmhGMy3q'}, 'value_per_atom': -1.4029145452625003, 'value': -25.252461814725006}"
